扦	ciem1
僉	ciem1
僭	ciem3
纖	ciem5
潜	ciem5
潛	ciem5
殲	ciem5
鎗	cien1
槍	cien1
搶	cien2
牆	cien5
象	cien6
橡	cien6
像	cien6
搶	cien7
匠	cien7
韆	cieng1
阡	cieng1
遷	cieng1
躚	cieng1
芊	cieng1
淺	cieng2
竊	ciep4
妾	ciep4
彳	cih4
蠘	cih8
柒	cik4
拭	cik4
七	cik4
深	cim1
鋟	cim2
寢	cim2
沁	cim3
唚	cim3
吣	cim3
鱘	cim5
駸	cim5
蕁	cim5
潯	cim5
撏	cim5
尋	cim5
侵	cim5
鮮	cin1
齒	cin2
眵	cin2
恥	cin2
侈	cin2
親	cing1
齔	cing3
襯	cing3
稱	cing3
秤	cing3
櫬	cing3
凊	cing3
螓	cing5
臣	cing5
秦	cing5
鍬	ciou1
誚	ciou2
稍	ciou2
潲	ciou2
愀	ciou2
悄	ciou2
峭	ciou2
嘲	ciou2
俏	ciou2
朝	ciou5
晁	ciou5
輯	cip4
蕺	cip4
葺	cip4
緝	cip4
楫	cip4
戢	cip4
鶖	ciu1
鰍	ciu1
鬚	ciu1
鞦	ciu1
鞦	ciu1
鍬	ciu1
萩	ciu1
秋	ciu1
瞅	ciu1
甃	ciu1
湫	ciu1
楸	ciu1
揫	ciu1
揪	ciu1
愀	ciu1
啾	ciu1
初	ciu1
醜	ciu2
掱	ciu2
手	ciu2
漱	ciu3
酬	ciu5
讐	ciu5
讎	ciu5
犨	ciu5
囚	ciu5
售	ciu5
仇	ciu5
樹	ciu7
臊	co1
初	co1
草	co2
礎	co2
楚	co2
錯	co3
銼	co3
糙	co3
鹺	co5
鋤	co5
莝	co5
脞	co5
磋	co5
矬	co5
挫	co5
剉	co5
撮	coh4
千	coin1
仟	coin1
箲	coin2
筅	coin2
蠶	coin5
齪	cok4
鐲	cok4
躅	cok4
蹴	cok4
蹙	cok4
觸	cok4
蠋	cok4
矗	cok4
槭	cok4
斮	cok4
捉	cok4
戳	cok4
促	cok4
亍	cok4
驄	cong1
衷	cong1
衝	cong1
茺	cong1
聰	cong1
翀	cong1
种	cong1
沖	cong1
忡	cong1
匆	cong1
冲	cong1
充	cong1
衝	cong3
蓯	cong5
從	cong5
崇	cong5
觕	cou1
粗	cou1
醋	cou3
輳	cou3
腠	cou3
簉	cou3
湊	cou3
揍	cou3
愁	cou5
騶	cu1
雛	cu1
趨	cu1
芻	cu1
處	cu2
